UniqueID,Branch,Side,BranchTransect,Genus,Species,Sexual,Asexual,LobeLength,LobeWidth,PatchLength,PatchWidth ,PatchHeight,Elevation,Slope,SlopeFacing,LatN,LongW,CoastalInland,,,,
B10SB.1PA02,10,B.1,3,Physcia,Physcia adscendens,N,N,1.5,0.3,3.5,1,0.2,1032,,W,37.68921,122.4412,C,,,,
B10SB.1PP03,10,B.1,4,Parmotrema,Parmotrema perlatum,N,N,6,5.5,7,7,1,1031,,W,37.68921,122.4412,C,,,,
B10SB.1PP04,10,B.1,5,Parmotrema,Parmotrema perlatum,N,Y,4,4,6.5,10,0.5,1031,,W,37.68921,122.4412,C,,,,
B11SAPP01,11,A,"1, 2, 3",Parmotrema,Parmotrema perlatum,N,N,8.5,8.5,22.5,8.5,2,1202,-60,NW,37.68897,122.43699,I,,,,
B11SACr01,11,A,4,Crustose,NA,Y,NA,NA,NA,NA,NA,NA,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAPP02,11,A,"9, 10, 11, 12, 13, 14, 15, 16, 17,18, 19, 20, 21, 22, 23",Parmotrema,Parmotrema perlatum,N,Y,10.5,10.5,117.5,24.5,7.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SARF01,11,A,"15, 16",Ramalina,Ramalina farinacea,N,Y,15,0.5,9,1,7,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAU_01,11,A,20,Usnea,NA,N,N,20.5,0.5,11,9,9.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAHL01,11,A,"21, 22",Heterodermia,Heterodermia leucomela,N,Y,8,1,8,15.5,10.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAU_02,11,A,"23, 24",Usnea,NA,N,Y,21.5,0.5,21.5,23,12,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAPP03,11,A,"25, 26, 27, 28, 29",Parmotrema,Parmotrema perlatum,N,N,8,4,53,6,2.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAU_03,11,A,27,Usnea,NA,N,N,6.5,0.3,15,11.5,10,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAU_04,11,A,"28, 29, 30",Usnea,NA,N,N,16.5,0.5,16,19.5,9,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAU_05,11,A,"31, 32, 33",Usnea,NA,N,N,16,0.5,15,19,11,1202,-60,NW,37.68897,122.43699,I,,,,
B11SAPP04,11,A,"32, 33",Parmotrema,Parmotrema perlatum,N,N,45,5,5.5,13,0.3,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBPP01,11,B,"1, 2, 3",Parmotrema,Parmotrema perlatum,N,Y,12.5,8,21.5,18.5,5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBCr01,11,B,"4, 5",Crustose,NA,NA,NA,NA,NA,NA,NA,NA,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBCr02,11,B,6,Crustose,NA,NA,NA,NA,NA,NA,NA,NA,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBPP02,11,B,"7, 8",Parmotrema,Parmotrema perlatum,N,N,6.5,5,19,7.5,0.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBPP03,11,B,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23",Parmotrema,Parmotrema perlatum,N,Y,17,9.5,131,21.5,7.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SB__01,11,B,"16, 17, 18",Punctelia,NA,N,N,13,4.5,23.5,25,6.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBHL01,11,B,"20, 21",Heterodermia,Heterodermia leucomela,N,Y,7,1.5,10.5,20,9.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBHL02,11,B,23,Heterodermia,Heterodermia leucomela,N,N,9,1.5,6.5,7,4.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBU_01,11,B,"22, 23",Usnea,NA,N,N,13.5,0.5,21.5,14,7,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBU_02,11,B,"24, 25, 26",Usnea,NA,N,Y,25,0.5,24,17.5,6,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBPP04,11,B,"25, 26",Parmotrema,Parmotrema perlatum,N,N,8,5,17,9,2.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBHL02,11,B,27,Heterodermia,Heterodermia leucomela,N,N,5.5,1,5.5,3,3,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBHL03,11,B,28,Heterodermia,Heterodermia leucomela,N,N,5.5,1,5.5,2.5,4,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBU_03,11,B,"30, 31, 32",Usnea,NA,N,N,15.5,0.5,28,23,12,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBPP05,11,B,"31, 32",Parmotrema,Parmotrema perlatum,N,N,7.5,4.5,10.5,9,2.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SA.1__01,11,A.1,"1, 2",Punctelia,NA,N,N,12,7.5,13,16,9,1202,-60,NW,37.68897,122.43699,I,,,,
B11SA.1HL01,11,A.1,"2, 3, 4",Heterodermia,Heterodermia leucomela,N,Y,10,1,24,13.5,5.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SA.1__02,11,A.1,"3, 4",Punctelia,NA,N,N,13,4.5,31.5,15,1,1202,-60,NW,37.68897,122.43699,I,,,,
B11SB.1__01,11,B.1,"1, 2, 3",Punctelia,NA,N,N,11,4,24.5,18,5.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SB.1PP01,11,B.1,4,Parmotrema,Parmotrema perlatum,N,N,5,3.5,15.5,8,2.5,1202,-60,NW,37.68897,122.43699,I,,,,
B11SBA.1PP02,11,B.1,5,Parmotrema,Parmotrema perlatum,N,N,2,2.5,8,5.5,1,1202,-60,NW,37.68897,122.43699,I,,,,
B12SAPP01,12,A,"1, 2, 3",Parmotrema,Parmotrema perlatum,N,N,8.5,8.5,25,19.5,10.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAHL01,12,A,"4, 5, 6",Heterodermia,Heterodermia leucomela,N,Y,10,1.5,26,16,8,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAU_01,12,A,6,Usnea,NA,N,Y,12.5,0.3,9.5,14,9,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAPP02,12,A,"7, 8, 9",Parmotrema,Parmotrema perlatum,N,Y,10.5,12,29.5,20,7,1194,-50,NW,37.68919,122.43663,I,,,,
B12SARF01,12,A,9,Ramalina,Ramalina farinacea,N,N,9,0.5,8.5,9,3.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAHL02,12,A,"10, 11, 12, 13",Heterodermia,Heterodermia leucomela,N,Y,10.5,2,39.5,12.5,7.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAPP03,12,A,"13, 14",Parmotrema,Parmotrema perlatum,N,N,9,8,16.5,10,3,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAU_02,12,A,"14, 15, 16",Usnea,NA,N,N,24,0.5,17,24,12.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAPP04,12,A,15,Parmotrema,Parmotrema perlatum,N,N,4.5,5,6.5,8,0.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAHL03,12,A,16,Heterodermia,Heterodermia leucomela,N,N,9.5,1,18,28.5,11,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAU_03,12,A,"17, 18",Usnea,NA,N,N,12,0.5,15.5,10,5.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAPP05,12,A,"18, 19",Parmotrema,Parmotrema perlatum,N,Y,5,7,18,17,1.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SARF02,12,A,19,Ramalina,Ramalina farinacea,N,N,5,0.5,5,6.5,4,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAPP06,12,A,"19, 20, 21",Parmotrema,Parmotrema perlatum,N,N,6,5,20.5,6.5,2,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAU_04,12,A,"22, 23",Usnea,NA,N,Y,7.5,0.3,8,13,7.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAHL04,12,A,"23, 24, 25, 26, 27",Heterodermia,Heterodermia leucomela,N,Y,12,1,40.5,11.5,6.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAPP07,12,A,24,Parmotrema,Parmotrema perlatum,N,N,8,4.5,10,12,3.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SARF03,12,A,25,Ramalina,Ramalina farinacea,N,N,7.5,1,3,5.5,4.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SAU_05,12,A,26,Usnea,NA,N,N,4,0.2,5.5,3,0.2,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBPP01,12,B,"2, 3, 4, 5",Parmotrema,Parmotrema perlatum,N,Y,11,12,33,18.5,10,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBU_01,12,B,"2, 3, 4",Usnea,NA,N,N,11.5,0.3,17,13,7.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL01,12,B,"4, 5, 6, 7",Heterodermia,Heterodermia leucomela,N,Y,9,1.5,24.5,23,9.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBPP02,12,B,"7, 8, 9, 10, 11",Parmotrema,Parmotrema perlatum,N,Y,8,8.5,47.5,18,5.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBU_02,12,B,"9, 10, 11",Usnea,NA,N,N,11,0.3,24,12.5,7,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL02,12,B,"11, 12, 13",Heterodermia,Heterodermia leucomela,N,N,11.5,1,17,20.5,6,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBU_03,12,B,"13, 14",Usnea,NA,N,N,17.5,0.5,14.5,19,10,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBPP03,12,B,"13, 14",Parmotrema,Parmotrema perlatum,N,Y,5.5,8,12,13,6,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL03,12,B,14,Heterodermia,Heterodermia leucomela,N,Y,15,2,6,22.5,6.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBU_04,12,B,"14, 15, 16",Usnea,NA,N,N,17,0.5,22,25,11,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL04,12,B,16,Physcia,Physcia adscendens,N,N,3,1,3.5,5,1.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBU_05,12,B,17,Usnea,NA,N,N,16.5,0.3,15,15.5,8,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBPP04,12,B,"17, 18, 19",Parmotrema,Parmotrema perlatum,N,N,7,5,20.5,14,2.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL05,12,B,"17, 18",Heterodermia,Heterodermia leucomela,N,Y,14.5,1,19.5,21,7,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBRF01,12,B,"19, 20",Ramalina,Ramalina farinacea,N,N,5.5,0.5,9.5,10,6,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL06,12,B,20,Heterodermia,Heterodermia leucomela,N,N,7,1,10.5,11,2.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBPP05,12,B,"21, 22, 23, 24, 25, 26, 27",Parmotrema,Parmotrema perlatum,N,Y,9,4.5,74.5,13,5.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBU_06,12,B,"22, 23, 24",Usnea,NA,N,N,15.5,0.3,17,18.5,10.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SBHL07,12,B,26,Heterodermia,Heterodermia leucomela,N,N,4,1,11,15.5,7.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SA.1P_01,12,A.1,"1, 2, 3, 4",Parmotrema,Parmotrema perlatum,N,N,7.5,10,25,9.5,2,1194,-50,NW,37.68919,122.43663,I,,,,
B12SA.1P_02,12,A.1,4,Parmotrema,Parmotrema perlatum,N,N,6,4,7,4.5,0.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SA.1UR01,12,A.1,5,Usnea,NA,N,N,8,0.3,7.5,9,1.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SA.1HL01,12,A.1,"6, 7, 8",Heterodermia,Heterodermia leucomela,N,N,6,1,21,5,3,1194,-50,NW,37.68919,122.43663,I,,,,
B12SA.1P_00,12,A.1,7,Parmotrema,Parmotrema perlatum,N,N,2,4.5,4.5,3,0.2,1194,-50,NW,37.68919,122.43663,I,,,,
B12SA.1HL02,12,A.1,"10, 11",Heterodermia,Heterodermia leucomela,N,N,2,1,11.5,3.5,3.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SB.1P_01,12,B.1,"1, 2, 3, 4, 5, 6",Parmotrema,Parmotrema perlatum,N,N,5,6,53.5,6,3.5,1194,-50,NW,37.68919,122.43663,I,,,,
B12SB.1HL01,12,B.1,"3, 4, 5",Heterodermia,Heterodermia leucomela,N,N,8,1.5,13,3.5,2,1194,-50,NW,37.68919,122.43663,I,,,,
B12SB.1HL02,12,B.1,"9, 10",Heterodermia,Heterodermia leucomela,N,N,3,0.5,13.5,2.5,0.2,1194,-50,NW,37.68919,122.43663,I,,,,
B13SAPP01,13,A,"1, 2",Parmotrema,Parmotrema perlatum,N,N,15.5,11.5,11,9.5,19,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP02,13,A,"2, 3, 4",Parmotrema,Parmotrema perlatum,N,Y,17,10.5,61.5,22.5,17.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAHL01,13,A,5,Heterodermia,Heterodermia leucomela,N,Y,10.5,0.7,13,4.5,9,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP03,13,A,"6, 7",Parmotrema,Parmotrema perlatum,Y,Y,8,8.5,23.5,12.5,5.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP04,13,A,9,Parmotrema,Parmotrema perlatum,N,Y,10,14.5,9.5,5,6.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP05,13,A,"13, 14",Parmotrema,Parmotrema perlatum,N,Y,3.5,3.5,9,5.5,3.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAHL02,13,A,"15, 16, 17",Heterodermia,Heterodermia leucomela,N,Y,15,1.5,24.5,23.5,6.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP06,13,A,"18, 19",Parmotrema,Parmotrema perlatum,N,N,8,4,11.5,12,2.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAU_01,13,A,18,Usnea,NA,N,Y,17.5,0.5,7,11,2,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAHL03,13,A,"19, 20",Heterodermia,Heterodermia leucomela,N,Y,9.5,1.5,14.5,6,6.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP07,13,A,"20, 21, 22",Parmotrema,Parmotrema perlatum,N,N,6.5,3.5,17,11,1.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAU_02,13,A,"24, 25",Usnea,NA,N,N,12,0.5,12,8,9.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAHL04,13,A,26,Heterodermia,Heterodermia leucomela,N,N,8,1,9,9,4,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAPP08,13,A,28,Parmotrema,Parmotrema perlatum,N,N,1,1.5,3.5,4,0.2,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAU_03,13,A,"27, 28, 29",Usnea,NA,N,N,22,1,21.5,23,14.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SAU_04,13,A,"30, 31",Usnea,NA,N,N,16.5,0.5,19.5,17.5,14,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBPP01,13,B,1,Parmotrema,Parmotrema perlatum,N,N,7.5,4.5,11,7.5,0.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBPP02,13,B,"2, 3, 4, 5",Parmotrema,Parmotrema perlatum,N,Y,13,14.5,38.5,20.5,2,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBHL01,13,B,6,Heterodermia,Heterodermia leucomela,N,N,13.5,0.5,10,13.5,13,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBPP03,13,B,"7, 8",Parmotrema,Parmotrema perlatum,N,N,9.5,5,9,5,0.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBPP04,13,B,"10, 11, 12, 13",Parmotrema,Parmotrema perlatum,N,Y,7.5,5,35.5,8,3,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBU_01,13,B,15,Usnea,NA,N,Y,19,0.5,11.5,5.5,10,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBHL02,13,B,"13, 14, 15",Heterodermia,Heterodermia leucomela,N,Y,11.5,1,28.5,19,7,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBU_02,13,B,19,Usnea,NA,N,N,4.5,0.3,9,6.5,2.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBPP05,13,B,"15, 16, 17, 18, 19, 20, 21, 22",Parmotrema,Parmotrema perlatum,N,Y,8.5,9,77,13.5,4,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBU_03,13,B,"24, 25, 26",Usnea,NA,N,N,16.5,0.5,18.5,22,19,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBPP06,13,B,"25, 26, 27, 28, 29",Parmotrema,Parmotrema perlatum,N,N,5,2.5,39,6,0.5,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBU_04,13,B,"26, 27",Usnea,NA,N,N,16,0.5,13,12.5,12,1184,-60,NW,37.6894,122.43619,I,,,,
B13SBU_05,13,B,"29, 30",Usnea,NA,N,N,4,0.2,11.5,11.5,1,1184,-60,NW,37.6894,122.43619,I,,,,
B13SA.1PP01,13,A.1,"1, 2, 3, 4",Parmotrema,Parmotrema perlatum,N,N,13.5,10,26.5,11,3,1184,-60,NW,37.6894,122.43619,I,,,,
B13SB.1PP02,13,B.1,"1, 2, 3",Parmotrema,Parmotrema perlatum,N,N,7,5.5,19,10.5,2,1184,-60,NW,37.6894,122.43619,I,,,,
B14SAPP01,14,A,"1, 2, 3, 4",Parmotrema,Parmotrema perlatum,N,N,7.5,7,32.5,10.5,2.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SAHL01,14,A,"3, 4",Heterodermia,Heterodermia leucomela,N,N,8,1,5.5,10.5,7.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SAU_01,14,A,"2, 3, 4",Usnea,NA,N,Y,20,0.5,25,31.5,14,1169,-78,E,37.68964,122.43595,I,,,,
B14SATF01,14,A,"4, 5, 6, 7, 8",Teloschistes,Teloschistes flavicans,N,Y,31,1,36,48,21.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SAU_02,15,A,7,Usnea,NA,N,N,17.5,0.5,11,12.5,11.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SAPP02,14,A,"8, 9, 10",Parmotrema,Parmotrema perlatum,N,Y,10,7.5,23,17,2.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SAU_03,14,A,"8, 9, 10",Usnea,NA,N,N,25.5,0.5,22.5,17.5,14,1169,-78,E,37.68964,122.43595,I,,,,
B14SAU_04,14,A,"12, 13",Usnea,NA,N,N,11,0.3,8.5,11.5,13,1169,-78,E,37.68964,122.43595,I,,,,
B14SAPA01,14,A,14,Physcia,Physcia adscendens,N,N,2,0.5,2,1.5,0.1,1169,-78,E,37.68964,122.43595,I,,,,
B14SAU_05,14,A,18,Usnea,NA,N,N,9.5,0.3,6,6.5,3.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SAPP02,14,A,"21, 22, 23",Parmotrema,Parmotrema perlatum,N,N,6.5,1.5,14.5,8.5,1,1169,-78,E,37.68964,122.43595,I,,,,
B14SAU_06,14,A,24,Usnea,NA,N,N,5,0.2,6.5,4,3.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SACr01,14,B,1,Crustose,NA,NA,NA,NA,NA,NA,NA,NA,1169,-78,E,37.68964,122.43595,I,,,,
B14SBPP01,14,B,"2, 3, 4, 5",Parmotrema,Parmotrema perlatum,N,N,8,8.5,31.5,9,5.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SB__01,14,B,"3, 4",Sticta,Sticta limbata,N,N,9,12,13,14.5,6.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SBTF01,14,B,"4, 5, 6",Teloschistes,Teloschistes flavicans,N,Y,25,0.5,18.5,26,16,1169,-78,E,37.68964,122.43595,I,,,,
B14SBU_01,14,B,"4, 5, 6",Usnea,NA,N,Y,27.5,0.5,24.5,19,10.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SBPP02,14,B,"5, 6",Parmotrema,Parmotrema perlatum,N,N,8,5.5,11.5,8.5,1,1169,-78,E,37.68964,122.43595,I,,,,
B14SBPP03,14,B,7,Parmotrema,Parmotrema perlatum,N,N,4,3.5,5,7,1,1169,-78,E,37.68964,122.43595,I,,,,
B14SBPP04,14,B,"8, 9",Parmotrema,Parmotrema perlatum,N,N,8.5,5.5,9,8,1.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SBHL01,14,B,9,Heterodermia,Heterodermia leucomela,N,N,3,1,3.5,2,1,1169,-78,E,37.68964,122.43595,I,,,,
B14SBHL02,14,B,10,Heterodermia,Heterodermia leucomela,N,N,5.5,1,7,10.5,4,1169,-78,E,37.68964,122.43595,I,,,,
B14SBHL03,14,B,11,Heterodermia,Heterodermia leucomela,N,N,1.5,2,2.5,5,1,1169,-78,E,37.68964,122.43595,I,,,,
B14SBU_02,14,B,23,Usnea,NA,N,N,3.5,0.2,4.5,2,0.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SA.1U_01,14,A.1,"1, 2",Usnea,NA,N,N,22,0.5,13,13.5,8,1169,-78,E,37.68964,122.43595,I,,,,
B14SA.1U_02,14,A.1,"4, 5",Usnea,NA,N,N,25.5,0.5,19,13.5,5.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SA.1__01,14,A.1,6,Flavoparmelia,NA,N,N,4,3.5,8,5,0.2,1169,-78,E,37.68964,122.43595,I,,,,
B14SB.1U_01,14,B.1,"1, 2",Usnea,NA,N,N,14.5,0.3,5.5,8.5,10.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SB.1U_01,14,B.1,3,Usnea,NA,N,N,11.5,0.5,11.5,13.5,4.5,1169,-78,E,37.68964,122.43595,I,,,,
B14SB.1PP01,14,B.1,5,Parmotrema,Parmotrema perlatum,N,N,5.5,4,8.5,2.5,0.2,1169,-78,E,37.68964,122.43595,I,,,,
B15SAPP01,15,A,"1, 2, 3",Parmotrema,Parmotrema perlatum,N,N,8,6,22.5,13,2.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP02,15,A,"4, 5, 6, 7",Parmotrema,Parmotrema perlatum,N,N,11,6.5,23.5,11.5,2.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_01,15,A,"1, 2",Usnea,NA,N,Y,27,0.5,13,9,5.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_02,15,A,"2, 3",Usnea,NA,N,N,24.5,0.5,5.5,9,7,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_03,15,A,"3, 4, 5, 6, 7",Usnea,NA,N,Y,37.5,0.7,36,20.5,7.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_04,15,A,7,Usnea,NA,N,N,11.5,0.5,9.5,4.5,4.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAHL01,15,A,"7, 8",Heterodermia,Heterodermia leucomela,N,Y,12,1,18.5,23,5.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_05,15,A,"7, 8, 9",Usnea,NA,N,Y,31,0.5,28,19,11,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP03,15,A,9,Parmotrema,Parmotrema perlatum,N,N,7.5,5.5,8,7.5,1.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP04,15,A,"10, 11",Parmotrema,Parmotrema perlatum,N,N,7,5.5,6.5,13,2.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_06,15,A,"11, 12, 13, 14, 15",Usnea,NA,N,Y,25.5,0.5,44.5,24.5,13.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP05,15,A,"13, 14",Parmotrema,Parmotrema perlatum,N,Y,8,8.5,24,13,8,1165,-75,S,37.68976,122.43561,I,,,,
B15SA__01,15,A,"15, 16",Pannaria,,Y,N,3,3,18.5,13.5,0.3,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP06,15,A,"16, 17",Parmotrema,Parmotrema perlatum,N,Y,9.5,5,11,15.5,4.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_07,15,A,"16, 17, 18, 19, 20",Usnea,NA,N,Y,25.5,0.5,17.5,12.5,15.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_08,16,A,"18, 19, 20, 21, 22, 23",Usnea,NA,N,Y,36,0.5,38.5,31.5,7,1165,-75,S,37.68976,122.43561,I,,,,
B15SA__01,15,A,"17, 18, 19, 20",Sticta,Sticta limbata,Y,Y,14.5,14.5,22.5,17,4.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP07,15,A,20,Parmotrema,Parmotrema perlatum,N,N,5.5,7,12.5,8,0.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_09,15,A,21,Usnea,NA,N,N,10,0.5,8,13.5,4,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP08,15,A,"21, 22",Parmotrema,Parmotrema perlatum,N,N,5.5,4.5,8.5,7,0.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_10,15,A,23,Usnea,NA,N,N,6,0.5,9,6.5,1.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_11,15,A,"25, 26, 27, 28",Usnea,NA,N,N,17.5,0.5,34.5,13,6.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SARF01,16,A,25,Ramalina,Ramalina farinacea,N,Y,8.5,1,11.5,4,6.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP09,15,A,26,Parmotrema,Parmotrema perlatum,N,N,3,4.5,5,6.5,0.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAHL02,15,A,27,Heterodermia,Heterodermia leucomela,N,N,5,1,6.5,5.5,1.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPA01,15,A,28,Physcia,Physcia adscendens,N,N,2.5,0.5,6,4.5,1.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP10,15,A,29,Parmotrema,Parmotrema perlatum,N,N,2.5,1.5,7.5,4.5,0.3,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_12,15,A,"27, 28, 29",Usnea,NA,N,N,26.5,0.5,21.5,18,11,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP11,15,A,30,Parmotrema,Parmotrema perlatum,N,N,3.5,3,5,6,0.3,1165,-75,S,37.68976,122.43561,I,,,,
B15SAPP12,15,A,32,Parmotrema,Parmotrema perlatum,N,N,2,2,2.5,2,0.2,1165,-75,S,37.68976,122.43561,I,,,,
B15SAU_13,15,A,33,Usnea,NA,N,N,17.5,0.5,11.5,9.5,9.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SBHL01,15,B,"1, 2",Heterodermia,Heterodermia leucomela,N,Y,8,1,12,15.5,3.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SBPP01,15,B,"2, 3, 4",Parmotrema,Parmotrema perlatum,N,Y,6.5,5.5,18.5,13,4.5,1165,-75,S,37.68976,122.43561,I,,,,
B15SBU_01,15,B,3,Usnea,NA,NA,NA,NA,NA,6.5,15,9,1165,-75,S,37.68976,122.43561,I,,,,
